3.670292282104492188e+01;4.240625000000000000e+01
8.057933807373046875e+01;6.175000000000000000e+01
6.286370849609375000e+01;3.778125000000000000e+01
4.382386016845703125e+01;5.975000000000000000e+01
7.512532043457031250e+01;2.526562500000000000e+01
1.713443183898925781e+01;1.807812500000000000e+01
2.093756866455078125e+01;1.670312500000000000e+01
3.721618652343750000e+01;2.753125000000000000e+01
5.668661880493164062e+01;6.031250000000000000e+01
4.540521545410156250e+02;5.480000000000000000e+02
3.619717407226562500e+02;3.977500000000000000e+02
3.571919555664062500e+02;5.640000000000000000e+02
3.491537780761718750e+02;5.160000000000000000e+02
4.315978698730468750e+02;4.242500000000000000e+02
5.530518798828125000e+02;4.782500000000000000e+02
4.198315734863281250e+02;3.750000000000000000e+02
5.803803100585937500e+02;5.470000000000000000e+02
6.195520019531250000e+02;5.705000000000000000e+02
4.447666320800781250e+02;4.620000000000000000e+02
5.598159790039062500e+02;5.740000000000000000e+02
5.369522094726562500e+02;4.385000000000000000e+02
5.981937255859375000e+02;5.450000000000000000e+02
4.537298889160156250e+02;3.150000000000000000e+02
4.808707580566406250e+02;3.635000000000000000e+02
4.048865356445312500e+02;3.557500000000000000e+02
4.590555725097656250e+02;3.762500000000000000e+02
5.583744506835937500e+02;4.777500000000000000e+02
3.200158996582031250e+02;3.540000000000000000e+02
1.344941253662109375e+02;2.657500000000000000e+02
5.167935791015625000e+02;4.667500000000000000e+02
2.690157775878906250e+02;2.792500000000000000e+02
2.887892456054687500e+02;4.315000000000000000e+02
2.956125183105468750e+02;2.475000000000000000e+02
5.154176025390625000e+02;4.065000000000000000e+02
4.861319580078125000e+02;3.357500000000000000e+02
2.808419189453125000e+02;4.245000000000000000e+02
4.434483642578125000e+02;5.400000000000000000e+02
3.808537902832031250e+02;5.130000000000000000e+02
2.782617187500000000e+02;4.515000000000000000e+02
5.090885009765625000e+02;4.682500000000000000e+02
4.551797790527343750e+02;4.270000000000000000e+02
5.912465209960937500e+02;5.245000000000000000e+02
6.098890380859375000e+02;6.675000000000000000e+02
5.901640625000000000e+02;5.200000000000000000e+02
6.136931152343750000e+02;5.117500000000000000e+02
4.415132141113281250e+02;6.040000000000000000e+02
5.347039184570312500e+02;4.862500000000000000e+02
6.799977416992187500e+02;5.110000000000000000e+02
6.029258422851562500e+02;5.585000000000000000e+02
2.825942687988281250e+02;3.445000000000000000e+02
1.174037246704101562e+02;9.893750000000000000e+01
4.880830688476562500e+02;2.355000000000000000e+02
5.330197753906250000e+02;4.830000000000000000e+02
6.070810546875000000e+02;4.902500000000000000e+02
1.929127349853515625e+02;2.632500000000000000e+02
3.070653076171875000e+02;3.927500000000000000e+02
4.135574035644531250e+02;5.360000000000000000e+02
5.301541137695312500e+02;5.160000000000000000e+02
7.344696044921875000e+02;5.870000000000000000e+02
7.494328613281250000e+02;5.695000000000000000e+02
8.378990478515625000e+02;5.385000000000000000e+02
7.063559570312500000e+02;6.350000000000000000e+02
5.874920043945312500e+02;4.905000000000000000e+02
7.133986816406250000e+02;5.815000000000000000e+02
7.186850585937500000e+02;5.835000000000000000e+02
8.049124755859375000e+02;6.725000000000000000e+02
3.650816955566406250e+02;4.435000000000000000e+02
7.947283325195312500e+02;6.780000000000000000e+02
4.952143249511718750e+02;5.195000000000000000e+02
4.046234130859375000e+02;5.550000000000000000e+02
5.377255859375000000e+02;5.340000000000000000e+02
5.573013305664062500e+02;4.297500000000000000e+02
5.306978759765625000e+02;5.595000000000000000e+02
5.688949584960937500e+02;5.605000000000000000e+02
4.469593811035156250e+02;5.385000000000000000e+02
5.855623168945312500e+02;5.475000000000000000e+02
6.127899780273437500e+02;5.290000000000000000e+02
5.305614624023437500e+02;4.965000000000000000e+02
5.186170654296875000e+02;5.950000000000000000e+02
4.965873107910156250e+02;6.065000000000000000e+02
5.561972656250000000e+02;5.880000000000000000e+02
4.709488220214843750e+02;5.315000000000000000e+02
4.326739196777343750e+02;5.125000000000000000e+02
4.043019714355468750e+02;5.670000000000000000e+02
4.791600952148437500e+02;4.250000000000000000e+02
5.048757324218750000e+02;4.607500000000000000e+02
4.627716064453125000e+02;3.195000000000000000e+02
6.600330200195312500e+02;5.630000000000000000e+02
7.470260620117187500e+02;5.390000000000000000e+02
7.440381469726562500e+02;4.667500000000000000e+02
7.516685791015625000e+02;4.982500000000000000e+02
6.519574584960937500e+02;6.140000000000000000e+02
5.876606445312500000e+02;6.140000000000000000e+02
5.642852172851562500e+02;5.265000000000000000e+02
5.418815307617187500e+02;5.150000000000000000e+02
6.009693603515625000e+02;5.825000000000000000e+02
5.939714355468750000e+02;5.410000000000000000e+02
5.579337768554687500e+02;5.485000000000000000e+02
5.182420654296875000e+02;5.720000000000000000e+02
5.367050170898437500e+02;5.500000000000000000e+02
2.984722290039062500e+02;4.895000000000000000e+02
5.537571411132812500e+02;4.730000000000000000e+02
2.706662597656250000e+02;3.000000000000000000e+02
2.540075988769531250e+02;4.587500000000000000e+02
2.579162902832031250e+02;2.522500000000000000e+02
2.498828582763671875e+02;2.757500000000000000e+02
4.374995422363281250e+02;6.400000000000000000e+02
2.652797241210937500e+02;6.020000000000000000e+02
6.397526245117187500e+02;6.785000000000000000e+02
5.895543212890625000e+02;6.550000000000000000e+02
7.012160644531250000e+02;6.900000000000000000e+02
6.326802368164062500e+02;6.335000000000000000e+02
4.975761413574218750e+02;4.997500000000000000e+02
6.798098144531250000e+02;4.945000000000000000e+02
7.955531616210937500e+02;5.065000000000000000e+02
6.166085205078125000e+02;6.635000000000000000e+02
5.299368896484375000e+02;6.140000000000000000e+02
3.041206970214843750e+02;3.157500000000000000e+02
3.350937194824218750e+02;4.030000000000000000e+02
5.605006713867187500e+02;5.985000000000000000e+02
5.489428710937500000e+02;6.210000000000000000e+02
5.743695678710937500e+02;6.080000000000000000e+02
7.779192504882812500e+02;6.745000000000000000e+02
8.155094604492187500e+02;7.170000000000000000e+02
4.697004089355468750e+02;6.470000000000000000e+02
7.281635742187500000e+02;6.380000000000000000e+02
4.185726318359375000e+02;4.550000000000000000e+02
5.788674316406250000e+02;5.430000000000000000e+02
1.363084869384765625e+02;1.948750000000000000e+02
3.903855590820312500e+02;5.400000000000000000e+02
1.117100906372070312e+02;6.625000000000000000e+01
2.441209106445312500e+02;1.776250000000000000e+02
1.090170822143554688e+02;1.320000000000000000e+02
5.626252365112304688e+01;1.030625000000000000e+02
2.362722930908203125e+02;2.107500000000000000e+02
3.113626670837402344e+01;1.438281250000000000e+01
5.579634399414062500e+02;5.890000000000000000e+02
6.683736419677734375e+01;3.318750000000000000e+01
3.524216842651367188e+01;7.500000000000000000e+01
3.351144027709960938e+01;1.211718750000000000e+01
3.148497009277343750e+02;2.792500000000000000e+02
5.545048141479492188e+01;5.900000000000000000e+01
3.195365600585937500e+02;2.028750000000000000e+02
5.241503906250000000e+01;4.703125000000000000e+01
2.836449623107910156e+01;1.546875000000000000e+01
1.513451843261718750e+02;6.312500000000000000e+01
8.544339752197265625e+01;8.543750000000000000e+01
2.618363952636718750e+02;1.798750000000000000e+02
1.976611900329589844e+01;9.617187500000000000e+00
3.317850952148437500e+02;1.792500000000000000e+02
6.453526306152343750e+01;3.606250000000000000e+01
5.502286911010742188e+01;3.262500000000000000e+01
4.582332611083984375e+01;7.381250000000000000e+01
6.200391845703125000e+02;5.770000000000000000e+02
4.808077087402343750e+02;5.885000000000000000e+02
4.241217956542968750e+02;6.220000000000000000e+02
1.700985412597656250e+02;2.227500000000000000e+02
4.015816116333007812e+01;4.718750000000000000e+01
2.058857116699218750e+02;5.550000000000000000e+01
5.022752685546875000e+02;3.802500000000000000e+02
3.696298980712890625e+01;6.662500000000000000e+01
3.079663085937500000e+02;3.430000000000000000e+02
5.265563964843750000e+02;5.490000000000000000e+02
4.096347351074218750e+02;5.180000000000000000e+02
3.088443908691406250e+02;9.693750000000000000e+01
